	basename	author	title	genre	subgenre	placeName	occurrences	coord
110	CORNEILLEP_OEDIPE	CORNEILLE, Pierre (1606-1684)	OEDIPE, TRAGÉDIE	theatre	tragedy	Paris	2	48.85341, 2.3488
111	CORNEILLEP_OEDIPE	CORNEILLE, Pierre (1606-1684)	OEDIPE, TRAGÉDIE	theatre	tragedy	Parnasse	1	38.535435, 22.621902
112	CORNEILLEP_OEDIPE	CORNEILLE, Pierre (1606-1684)	OEDIPE, TRAGÉDIE	theatre	tragedy	Phocide	4	38.5, 22.25
113	CORNEILLEP_OEDIPE	CORNEILLE, Pierre (1606-1684)	OEDIPE, TRAGÉDIE	theatre	tragedy	Sparte	1	37.077905, 22.4272985
114	CORNEILLEP_OEDIPE	CORNEILLE, Pierre (1606-1684)	OEDIPE, TRAGÉDIE	theatre	tragedy	Thèbes	5	38.319156, 23.317577
115	ROUGEMONT_DISCOURSDERENTREE	BALISSON DE ROUGEMONT, Michel-Nicolas (1781-1840)	LE DISCOURS DE RENTRÉE, COMÉDIE.	theatre	comedy	Angleterre	1	52.16045, -0.70312
116	ROUGEMONT_DISCOURSDERENTREE	BALISSON DE ROUGEMONT, Michel-Nicolas (1781-1840)	LE DISCOURS DE RENTRÉE, COMÉDIE.	theatre	comedy	France	1	46, 2
117	ROUGEMONT_DISCOURSDERENTREE	BALISSON DE ROUGEMONT, Michel-Nicolas (1781-1840)	LE DISCOURS DE RENTRÉE, COMÉDIE.	theatre	comedy	Paris	2	48.85341, 2.3488
118	PIRON_ARLEQUINDECALION	Alexis PIRON (1689-1773)	ARLEQUIN DEUCALION, COMÉDIE	theatre	comedy	Gange	1	23.36667, 90.53333
119	PIRON_ARLEQUINDECALION	Alexis PIRON (1689-1773)	ARLEQUIN DEUCALION, COMÉDIE	theatre	comedy	Olympe	2	40.085556, 22.358611
120	PIRON_ARLEQUINDECALION	Alexis PIRON (1689-1773)	ARLEQUIN DEUCALION, COMÉDIE	theatre	comedy	Parnasse	1	38.535435, 22.621902
121	PIRON_ARLEQUINDECALION	Alexis PIRON (1689-1773)	ARLEQUIN DEUCALION, COMÉDIE	theatre	comedy	Pérou	1	-10, -75.25
122	PIRON_ARLEQUINDECALION	Alexis PIRON (1689-1773)	ARLEQUIN DEUCALION, COMÉDIE	theatre	comedy	Tage	1	38.6764, -9.27933
123	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Alexandrie	1	31.201435, 29.909773
124	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Byzance	2	41.005902, 28.9738815
125	DURYER_CLITOPHON	DU RYER, Pierre	CLITOPHON, TRAGI-COMÉDIE	theatre	tragicomedy	Égypte	1	27, 30
