	basename	author	title	genre	subgenre	placeName	occurrences	coord
131	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Tyr	9	33.2698475, 35.2038435
132	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Tyr	9	33.2698475, 35.2038435
133	JODELLE_DIDON	JODELLE, Étienne	DIDON SE SACRIFIANT, TRAGÉDIE.	theatre	tragedy	Vésuve	1	40.82293, 14.42874
134	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
135	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
136	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
137	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
138	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
139	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
140	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
141	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
142	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
143	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
144	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Asie	11	29.84064, 89.29688
145	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Athènes	2	37.9728191495, 23.7237438519
146	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Athènes	2	37.9728191495, 23.7237438519
147	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Babylone	8	32.5387834636, 44.4236176449
148	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Babylone	8	32.5387834636, 44.4236176449
149	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Babylone	8	32.5387834636, 44.4236176449
150	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Babylone	8	32.5387834636, 44.4236176449
151	VOLTAIRE_OLYMPIE	VOLTAIRE (1694-1778)	OLYMPIE, TRAGÉDIE EN CINQ ACTES.	theatre	tragedy	Babylone	8	32.5387834636, 44.4236176449
